Teacher Name;University Currently Teaching;Department;Province University Located;Designation;Terminal Degree;Graduated from;Country;Year;Area of Specialization/Research Interests;Other Information
Muhammad Nadeem Ashraf;University of Lahore-PakPattan;Computer Science and IT;Punjab;Assistant Professor;;;;;;
M Khurram Zahur Bajwa;University of Lahore-PakPattan;Computer Science and IT;Punjab;Assistant Professor;;;;;;
Junaid Aziz;University of Lahore-PakPattan;Computer Science and IT;Punjab;Assistant Professor;;;;;;
Muhammad Nouman Zafar;University of Lahore-PakPattan;Computer Science and IT;Punjab;Jr.Lecturer;MS;National University of Sciences and Technology;Pakistan;;Big data and IoT;
Syed Zishan Ali;University of Lahore-PakPattan;Computer Science and IT;Punjab;Jr.Lecturer;MS;COMSATS Institute of Information Technology;Pakistan;;Data mining and Big Data Analytics;
Muhammad Irfan saqi;University of Lahore-PakPattan;Computer Science and IT;Punjab;Lecturer;;;;;;
Muhammad Ijaz Nazir Mehrr;University of Lahore-PakPattan;Computer Science and IT;Punjab;Lecturer;;;;;;
Waqar Ahmad Khan;University of Lahore-PakPattan;Computer Science and IT;Punjab;Lecturer;;;;;;
Sadia Kanwal;University of Lahore-PakPattan;Computer Science and IT;Punjab;Lecturer;;;;;;
Nadia Mushtaq;University of Lahore-PakPattan;Computer Science and IT;Punjab;Lecturer;;;;;;
Imran Hashim;University of Lahore-PakPattan;Computer Science and IT;Punjab;Lecturer;;;;;;
Beenish Abid;University of Lahore-PakPattan;Computer Science and IT;Punjab;Lecturer;;;;;;
Usman Javed;University of Lahore-PakPattan;Computer Science and IT;Punjab;Lecturer;;;;;;
Wajeeha Farooqui;University of Lahore-PakPattan;Computer Science and IT;Punjab;Lecturer;;;;;;
Muhammad Nadeem Akhter;University of Lahore-PakPattan;Computer Science and IT;Punjab;Lecturer;;;;;;
Nadeem Tariq;University of Lahore-PakPattan;Computer Science and IT;Punjab;Lecturer;;;;;;
Khawaja Ali Qadeer;University of Lahore-PakPattan;Computer Science and IT;Punjab;Lecturer;;;;;;
Shehla Saeed;University of Lahore-PakPattan;Computer Science and IT;Punjab;Lecturer;;;;;;
Syed Saqib Raza;University of Lahore-PakPattan;Computer Science and IT;Punjab;Assistant Professor;;;;;;
Iqra Mahmood;University of Lahore-PakPattan;Computer Science and IT;Punjab;Lecturer;;;;;;
Ghulam Farooque;University of Lahore-PakPattan;Computer Science and IT;Punjab;Lecturer;;;;;;
Naila Summar Naz;University of Lahore-PakPattan;Computer Science and IT;Punjab;Lecturer;;;;;;
Suhail Aziz Zaidi;University of Lahore-PakPattan;Computer Science and IT;Punjab;Assistant Professor;;;;;;
Umbreen Fatima;University of Lahore-PakPattan;Computer Science and IT;Punjab;Lecturer;;;;;;
Mr. Muhammad Asad Ullah ;University of Lahore-PakPattan;Computer Science and IT;Punjab;Lecturer;;;;;;
Samiullah;University of Lahore-PakPattan;Computer Science and IT;Punjab;Jr.Lecturer;;;;;;
Zikria Mushtaq;University of Lahore-PakPattan;Computer Science and IT;Punjab;Jr.Lecturer;;;;;;
Kinza Sardar;University of Lahore-PakPattan;Computer Science and IT;Punjab;Lecturer;;;;;;
Ibtisam Asif;University of Lahore-PakPattan;Computer Science and IT;Punjab;Jr.Lecturer;;;;;;
Sajid Ullah Khan;University of Lahore-PakPattan;Computer Science and IT;Punjab;Assistant Professor;;;;;;
david.samuel@cs.uol.edu.pk;University of Lahore-PakPattan;Computer Science and IT;Punjab;Lecturer;;;;;;
Hadia;University of Lahore-PakPattan;Computer Science and IT;Punjab;Lecturer;;;;;;
Farah Khan;University of Lahore-PakPattan;Computer Science and IT;Punjab;Lecturer;;;;;;
Saher Ashraf;University of Lahore-PakPattan;Computer Science and IT;Punjab;Lecturer;;;;;;
Syeda Natasha Mehwish Shahid;University of Lahore-PakPattan;Computer Science and IT;Punjab;Lecturer;;;;;;
Rabbiya Iftikhar;University of Lahore-PakPattan;Computer Science and IT;Punjab;Lecturer;;;;;;
Syeda Synnia Tanveer;University of Lahore-PakPattan;Computer Science and IT;Punjab;Lecturer;;;;;;
Ahtasham Gul;University of Lahore-PakPattan;Computer Science and IT;Punjab;Lecturer;;;;;;
Kashif Rizwan;University of Lahore-PakPattan;Computer Science and IT;Punjab;Lecturer;;;;;;
Nosheen Qamar;University of Lahore-PakPattan;Computer Science and IT;Punjab;Lecturer;;;;;;
Irtiza Hassan;University of Lahore-PakPattan;Computer Science and IT;Punjab;Jr.Lecturer;;;;;;
Ali Anwar;University of Lahore-PakPattan;Computer Science and IT;Punjab;Lecturer;;;;;;
Affifa;University of Lahore-PakPattan;Computer Science and IT;Punjab;Lecturer;;;;;;
                Dr. Irshad Khokhar                               ;National College of Business Administration & Economics;Computer Science;Punjab;;;;;;;
                Dr. Suleman Aziz Lodhi;National College of Business Administration & Economics;Computer Science;Punjab;;;;;;;
                Dr. Faisal Qadeer;National College of Business Administration & Economics;Computer Science;Punjab;;;;;;;
                Dr. Alia Ahmed;National College of Business Administration & Economics;Computer Science;Punjab;;;;;;;
                Dr. Ghulam Abid;National College of Business Administration & Economics;Computer Science;Punjab;;;;;;;
                Dr. Matti Ullah Butt;National College of Business Administration & Economics;Computer Science;Punjab;;;;;;;
                Mr. Aamir Iftikhar;National College of Business Administration & Economics;Computer Science;Punjab;;;;;;;
                Mr. N.A Jaffery;National College of Business Administration & Economics;Computer Science;Punjab;;;;;;;
                Mr. Jameel Murtaza;National College of Business Administration & Economics;Computer Science;Punjab;;;;;;;
                Mr. Altaf ur Rehman;National College of Business Administration & Economics;Computer Science;Punjab;;;;;;;
                Mr. Sikandar Aziz;National College of Business Administration & Economics;Computer Science;Punjab;;;;;;;
                Ms. Iram Saba;National College of Business Administration & Economics;Computer Science;Punjab;;;;;;;
                Ms. Rakhshanda Atwar;National College of Business Administration & Economics;Computer Science;Punjab;;;;;;;
                Dr. Muhammad Kalim;National College of Business Administration & Economics;Computer Science;Punjab;;;;;;;
                Mr. A.H Toor;National College of Business Administration & Economics;Computer Science;Punjab;;;;;;;
                Ms. Mehreen Ashraf;National College of Business Administration & Economics;Computer Science;Punjab;;;;;;;
                Dr. Q. Rind;National College of Business Administration & Economics;Computer Science;Punjab;;;;;;;
                Mr. Athar Ikram;National College of Business Administration & Economics;Computer Science;Punjab;;;;;;;
                Ms. Humaira Taj;National College of Business Administration & Economics;Computer Science;Punjab;;;;;;;
                Ms. Saima Hassan;National College of Business Administration & Economics;Computer Science;Punjab;;;;;;;
                Dr. Javaid Nayyer;National College of Business Administration & Economics;Computer Science;Punjab;;;;;;;
                Dr. Muhammad Saleem;National College of Business Administration & Economics;Computer Science;Punjab;;;;;;;
                Dr. F.D. Zaman;National College of Business Administration & Economics;Computer Science;Punjab;;;;;;;
                Dr. A. K. Raja;National College of Business Administration & Economics;Computer Science;Punjab;;;;;;;
              	Mr. Razi Ahmad  ;National College of Business Administration & Economics;Computer Science;Punjab;;;;;;;
                Mr. Shams ur Rehman;National College of Business Administration & Economics;Computer Science;Punjab;;;;;;;
                Mr. Wasim Ahmed Khan;National College of Business Administration & Economics;Computer Science;Punjab;;;;;;;
                Ms. Umber Zaki;National College of Business Administration & Economics;Computer Science;Punjab;;;;;;;
                Dr. Adnan Khan;National College of Business Administration & Economics;Computer Science;Punjab;;;;;;;
                Mr. Yousaf Saeed;National College of Business Administration & Economics;Computer Science;Punjab;;;;;;;
               Dr. Sagheer Abbas;National College of Business Administration & Economics;Computer Science;Punjab;;;;;;;
             Ms. Leena Rehman;National College of Business Administration & Economics;Computer Science;Punjab;;;;;;;
                Mr. Zahid Hasan;National College of Business Administration & Economics;Computer Science;Punjab;;;;;;;
Shafiq Hussain;University of Sahiwal;Computer Science;Punjab;HEC Approved PhD Supervisor;PhD;University of Sunderland;UK;;;
Dr. Muhammad Rafiq Mufti;COMSATS-Vehari;Computer Science;Punjab;Assistant Professor/HoD ;;;;;;
Dr. Muhammad Imran Qureshi;COMSATS-Vehari;Computer Science;Punjab;Assistant Professor;;;;;;
Dr. Muhammad Ishaq;COMSATS-Vehari;Computer Science;Punjab;Assistant Professor;;;;;;
Dr. Aqeel-ur-Rehman;COMSATS-Vehari;Computer Science;Punjab;Assistant Professor;;;;;;
Dr. Malik Muhammad Ali Shahid;COMSATS-Vehari;Computer Science;Punjab;Assistant Professor;;;;;;
Muhammad Rehan Ashraf;COMSATS-Vehari;Computer Science;Punjab;Assistant Professor;;;;;;
Dr. Muhammad Zahid Abbas;COMSATS-Vehari;Computer Science;Punjab;Assistant Professor;;;;;;
Laiq Akhtar;COMSATS-Vehari;Computer Science;Punjab;Assistant Professor;;;;;;
Ahmad Saeed Khattak;COMSATS-Vehari;Computer Science;Punjab;Assistant Professor;;;;;;
Tahir Rasheed;COMSATS-Vehari;Computer Science;Punjab;Assistant Professor;;;;;;
Dr Hafiz M. Asim Zafar;COMSATS-Vehari;Computer Science;Punjab;Assistant Professor;;;;;;
Farman Ullah;COMSATS-Vehari;Computer Science;Punjab;Lecturer;;;;;;
Adil Sarwar;COMSATS-Vehari;Computer Science;Punjab;Lecturer;;;;;;
Junaid Iqbal Baig;COMSATS-Vehari;Computer Science;Punjab;Lecturer;;;;;;
Ammar Yasir;COMSATS-Vehari;Computer Science;Punjab;Lecturer;;;;;;
Munawar Hussain;COMSATS-Vehari;Computer Science;Punjab;Lecturer;;;;;;
Yasir Munir;COMSATS-Vehari;Computer Science;Punjab;Lecturer;;;;;;
Muhammad Zaheer Akhtar;COMSATS-Vehari;Computer Science;Punjab;Lecturer;;;;;;
Uzair Ishtiaq;COMSATS-Vehari;Computer Science;Punjab;Lecturer;;;;;;
Rashid Jahangir;COMSATS-Vehari;Computer Science;Punjab;Lecturer;;;;;;
Nasrullah Yousuf;COMSATS-Vehari;Computer Science;Punjab;Lecturer;;;;;;
Riffat;COMSATS-Vehari;Computer Science;Punjab;Lecturer;;;;;;
Muhammad Afzal;COMSATS-Vehari;Computer Science;Punjab;Lecturer;;;;;;
Abdul Manan Dogar;COMSATS-Vehari;Computer Science;Punjab;Lecturer;;;;;;
Komal Hasan;COMSATS-Vehari;Computer Science;Punjab;Lecturer;;;;;;
Ghazala Ashraf;COMSATS-Vehari;Computer Science;Punjab;Lecturer;;;;;;
Muhammad Fuzail;COMSATS-Vehari;Computer Science;Punjab;Lecturer;;;;;;
Sana Maqbool;COMSATS-Vehari;Computer Science;Punjab;Lecturer;;;;;;
Muhammad Amjad;COMSATS-Vehari;Computer Science;Punjab;Lecturer;;;;;;
M Mohsin Malik;COMSATS-Vehari;Computer Science;Punjab;Lecturer;;;;;;
Syda Fatima;COMSATS-Vehari;Computer Science;Punjab;Lecturer;;;;;;
Rab Nawaz;COMSATS-Vehari;Computer Science;Punjab;Lecturer;;;;;;
Muhammad Tausif;COMSATS-Vehari;Computer Science;Punjab;Lecturer;;;;;;
Salman Fayyaz Khan;COMSATS-Vehari;Computer Science;Punjab;Lecturer;;;;;;
Amnah Firdous;COMSATS-Vehari;Computer Science;Punjab;Lecturer;;;;;;
Hina Naz;COMSATS-Vehari;Computer Science;Punjab;Lecturer;;;;;;
Muhammad Ali Hashmi;COMSATS-Vehari;Computer Science;Punjab;Lecturer;;;;;;
Muhammad Abdullah;COMSATS-Vehari;Computer Science;Punjab;Lab Engineer;;;;;;
Umar Rashid;COMSATS-Vehari;Computer Science;Punjab;Research Associate;;;;;;
Waseem Akram;COMSATS-Vehari;Computer Science;Punjab;Research Associate;;;;;;
Kalim Sattar;COMSATS-Vehari;Computer Science;Punjab;Research Associate;;;;;;
Asif Ali;COMSATS-Vehari;Computer Science;Punjab;Research Associate;;;;;;
Haris Ali Khan;COMSATS-Vehari;Computer Science;Punjab;Research Associate;;;;;;
Syeda Zoupash Zahra;COMSATS-Vehari;Computer Science;Punjab;Research Associate;;;;;;
Nashit Ali;COMSATS-Vehari;Computer Science;Punjab;Research Associate;;;;;;
Zahid Anwar;COMSATS-Vehari;Computer Science;Punjab;Research Associate;;;;;;
Qaizar Javed;COMSATS-Vehari;Computer Science;Punjab;Research Associate;;;;;;
Ayesha Raana;Govt. College Women University,Sialkot;CS/IT;Punjab;Lecturer/HoD;MS;;;;;
Arfa Skandar;Govt. College Women University,Sialkot;CS/IT;Punjab;Associate Professor;MS;;;;;
Farzana Younas;Govt. College Women University,Sialkot;CS/IT;Punjab;Lecturer;MS;;;;;
Sehar Qayyum;Govt. College Women University,Sialkot;CS/IT;Punjab;Associate Professor;MS;;;;;
Misbah Naz;Govt. College Women University,Sialkot;CS/IT;Punjab;Associate Professor;MS;;;;;
Seemab Hameed;Govt. College Women University,Sialkot;CS/IT;Punjab;Associate Professor;MS;;;;;
Faiza Nazeer;Govt. College Women University,Sialkot;CS/IT;Punjab;Associate Professor;MS;;;;;
Sidra Anwar;Govt. College Women University,Sialkot;CS/IT;Punjab;Associate Professor;MS;;;;;
Ms. Samia Rafique;Govt. College Women University,Sialkot;CS/IT;Punjab;Associate Professor;MS;;;;;
Iqra Ilyas;Govt. College Women University,Sialkot;CS/IT;Punjab;Lecturer;MS;;;;;
Iqra Javaid;Govt. College Women University,Sialkot;CS/IT;Punjab;Associate Professor;MS;;;;;
Aqsa Bilal;Govt. College Women University,Sialkot;CS/IT;Punjab;Associate Professor;MS;;;;;
Dr. Mohammad Jamil Sawar;Barani Institute of Information and Technology;Computer Science;Punjab;Professor;PhD;University of Leeds;UK;;;
Dr. Umair Abdullah;Barani Institute of Information and Technology;Computer Science;Punjab;Associate Professor;PhD;Foundation University;Pakistan;;;
Dr. Mohsin Raza;Barani Institute of Information and Technology;Computer Science;Punjab;Associate Professor;PhD;International Islamic University,Islamabad;Pakistan;;;
Mr. Ikram Afzal;Barani Institute of Information and Technology;Computer Science;Punjab;Assistant Professor; MCS;Barani Institute of Information Technology;Pakistan;;;
Mr. Muhammad Asif;Barani Institute of Information and Technology;Computer Science;Punjab;Assistant Professor;PhD;Abasyn University;Pakistan;;;"PhD in progress from Abasyn University,Pakistan
"
Mr. Munir Ahmad;Barani Institute of Information and Technology;Computer Science;Punjab;Assistant Professor;MS;Mohammad Ali Jinnah University;Pakistan;;;PhD in progress
