,Teacher Name,University Currently Teaching,Department,Province University Located,Designation,Terminal Degree,Graduated from,Country,Year,Area of Specialization/Research Interests,Other Information
1867,Gul-e-Saman,Shaheed Benazir Bhutto Women University,Computer Science,KPK,Assistant Professor/Coordinator,PhD,,,,,
1868,Salma Noor,Shaheed Benazir Bhutto Women University,Computer Science,KPK,Assistant Professor,PhD,,,,,
1869,Neelam Gohar,Shaheed Benazir Bhutto Women University,Computer Science,KPK,Assistant Professor,PhD,,,,,
1870,Ambreen Shahnaz,Shaheed Benazir Bhutto Women University,Computer Science,KPK,Assistant Professor,PhD,,,,,
1871,Fouzia Idrees,Shaheed Benazir Bhutto Women University,Computer Science,KPK,Lecturer,,,,,,
1872,Noreen Akbar,Shaheed Benazir Bhutto Women University,Computer Science,KPK,Lecturer,,,,,,
1873,Saira Ihsan,Shaheed Benazir Bhutto Women University,Computer Science,KPK,Lecturer,,,,,,
1874,Samina Mushtaq,Shaheed Benazir Bhutto Women University,Computer Science,KPK,Lecturer,,,,,,
1875,Sara Mumtaz,Shaheed Benazir Bhutto Women University,Computer Science,KPK,Lecturer,,,,,,
1876,Sheema Khattak,Shaheed Benazir Bhutto Women University,Computer Science,KPK,Lecturer,,,,,,
1877,Sumaira Johar,Shaheed Benazir Bhutto Women University,Computer Science,KPK,Lecturer,,,,,,
1878,Nasreen Anjum,Shaheed Benazir Bhutto Women University,Computer Science,KPK,Lecturer,,,,,,
1879,Sumbal Iqbal,Shaheed Benazir Bhutto Women University,Computer Science,KPK,Lecturer,,,,,,
1880,Asima Jamil,Shaheed Benazir Bhutto Women University,Computer Science,KPK,Lecturer,,,,,,
1881,Mahrukh,Shaheed Benazir Bhutto Women University,Computer Science,KPK,Lecturer,,,,,,
1882,Fouzia Jabeen,Shaheed Benazir Bhutto Women University,Computer Science,KPK,Lecturer,,,,,,
1883,Tabinda Salam,Shaheed Benazir Bhutto Women University,Computer Science,KPK,Lecturer,,,,,,
1884,Bashir Ahmad,Qurtuba University,Computer Science,KPK,Professor,PhD,,,,,
1885,Asim Zeb,Qurtuba University,Computer Science,KPK,Assistant Professor,PhD,,,,,
1886,Jamal-Ud-Din,Qurtuba University,Computer Science,KPK,Assistant Professor,PhD,,,,,
1887,Syed Anwaar Hussain,Qurtuba University,Computer Science,KPK,Assistant Professor,,,,,,
1888,Muhammad Sajid Rehman,Qurtuba University,Computer Science,KPK,Assistant Professor,,,,,,
1889,Omar Usman Khan,"FAST,Peshawar",Computer Science,KPK,Associate Professor/HoD,PhD,Politecnico di Torino,Italy,2013.0,,HEC approved PhD Supervisor
1890,Muhammad Nauman,"FAST,Peshawar",Computer Science,KPK,Associate Professor,PhD,University of Kuala Lumpur,Malaysia,2014.0,Machine Learning in Security and Privacy,HEC approved PhD Supervisor
1891,Nouman Azam,"FAST,Peshawar",Computer Science,KPK,Associate Professor,PhD,University of Regina,Canada,2014.0,,HEC approved PhD Supervisor
1892,Hafeez ur Rehman,"FAST,Peshawar",Computer Science,KPK,Assistant Professor,PhD,Politecnico di Torino,Italy,2014.0,,HEC approved PhD Supervisor
1893,Usman Habib,"FAST,Peshawar",Computer Science,KPK,Assistant Professor,PhD,TU Wien,Austria,2014.0,,
1894,Fazal-E-Basit,"FAST,Peshawar",Computer Science,KPK,Assistant Professor,MS,National University of Sciences and Technology,Pakistan,2006.0,,
1895,M. Taimoor Khan,"FAST,Peshawar",Computer Science,KPK,Assistant Professor,MS,Swinburne University Of Technology,Australia,2010.0,,
1896,M. Tehseen Khan,"FAST,Peshawar",Computer Science,KPK,Assistant Professor,MS,"Institute Of Managment Sciences, Peshawar",Pakistan,2007.0,,
1897,Muhammad Amin,"FAST,Peshawar",Computer Science,KPK,Assistant Professor,MS,"Institute Of Managment Sciences, Peshawar",Pakistan,2009.0,,
1898,Muhammad Waqas,"FAST,Peshawar",Computer Science,KPK,Assistant Professor,MS,Ghulam Ishaq Khan Institute of Science and Technology,Pakistan,2014.0,,
1899,Shakir Ullah,"FAST,Peshawar",Computer Science,KPK,Assistant Professor,MS,Foundation University,Pakistan,2009.0,,
1900,Shoaib Muhammad,"FAST,Peshawar",Computer Science,KPK,Assistant Professor,MS,"FAST– National University of Computer and Emerging Sciences,Islamabad",Pakistan,2006.0,,
1901,Muhammad Yousaf,"FAST,Peshawar",Computer Science,KPK,Instructor,BS,"FAST– National University of Computer and Emerging Sciences,Peshawar",Pakistan,2015.0,,
1902,Waqas Ali,"FAST,Peshawar",Computer Science,KPK,Instructor,MSc,University of Peshawar,Pakistan,2009.0,,
1903,Kaleem Nawaz Khan,"FAST,Peshawar",Computer Science,KPK,Instructor,BS,"FAST– National University of Computer and Emerging Sciences,Peshawar",Pakistan,2015.0,,
1904,GHUFRAN ULLAH,City University,Computer Science,KPK,Assistant Professor,PhD,University of Technology,Malaysia,2014.0,WIRELESS SENSOR NETWORK  ,
1905,RASHID NASEEM,City University,Computer Science,KPK,Assistant Professor/HoD ,PhD,Universiti Tun Hussein Onn Malaysia,Malaysia,2016.0,"Software Modularization, Software Architecture Recovery, Bugs Prioritization, Software Quality Metrics, Clustering, Classification, Digital Forensics (Files recovery)  ",
1906,MUHAMMAD ARIF,City University,Computer Science,KPK,Lecturer,MS,"Institute of Management Sciences, Peshawar",Pakistan,2011.0,INFORMATIONAL AND BUSINESS SUPPORT SYSTEM  ,Visiting
1907,MUMTAZ ALI,City University,Computer Science,KPK,Assistant Professor,MS,"Institute of Management Sciences, Peshawar",Pakistan,2009.0,INFORMATIONAL AND BUSINESS SUPPORT SYSTEM  ,
1908,ZAFAR IQBAL,City University,Computer Science,KPK,Assistant Professor,MS,"IQRA University,Islamabad",Pakistan,2011.0,SOFTWARE ENGINEERING  ,
1909,SHAMS FAROOQ,City University,Computer Science,KPK,Assistant Professor,MS,University of Huddersfield,UK,2006.0,EMBEDDED SYSTEM ENGINEERING  ,
1910,UMAR FAROOQ KHATTAK,City University,Computer Science,KPK,Lecturer,MS,"Institute of Management Sciences, Peshawar",Pakistan,2011.0, INFORMATION TECHNOLOGY  ,
1911,KASHIF BASIR,City University,Computer Science,KPK,Lecturer,MS,National University of Sciences and Technology,Pakistan,2014.0,SOFTWARE ENGINEERING  ,
1912,MUHAMMAD ARIF SHAH,City University,Computer Science,KPK,Lecturer,MS,"University of Engineering and Technology,Peshawar",Pakistan,2014.0,SOFTWARE ENGINEERING  ,
1913,MUHAMMAD ZUBAIR KHAN,City University,Computer Science,KPK,Lecturer,MS,National University of Sciences and Technology,Pakistan,2015.0,SOFTWARE ENGINEERING  ,
1914,TAYYBA TARIQ,City University,Computer Science,KPK,Lecturer,MS,"University of Engineering and Technology,Taxila",Pakistan,2015.0,SOFTWARE ENGINEERING  ,
1915,MUHAMMAD EHSAN,City University,Computer Science,KPK,Lecturer,MBA,City University of Science and Technology,Pakistan,2010.0,Information Technology/Finance ,
1916,MUHAMMAD ABDUL TAWAB KHALIL,City University,Computer Science,KPK,Lecturer,MCS,"IQRA University,Karachi",Pakistan,2005.0,COMPUTER SCIENCE  ,
1917,SANAULLAH KHAN,City University,Computer Science,KPK,Lecturer,BCS,City University of Science and Technology,Pakistan,2007.0,SOFTWARE ENGINEERING  ,MS in progress
1918,SHEHZAD SAIFULLAH,City University,Computer Science,KPK,Lecturer,MS,"FAST– National University of Computer and Emerging Sciences,Islamabad",Pakistan,2014.0,COMPUTER SCIENCE  ,
1919,MUHAMMAD ZAHID,City University,Computer Science,KPK,Departmental Assistant,BA,University of Peshawar,Pakistan,2000.0,,
1920,MUHAMMAD UMER HAROON,City University,Computer Science,KPK,Lecturer,BS,"University of Engineering and Technology,Peshawar",Pakistan,2013.0,SOFTWARE ENGINEERING  ,MS in progress
1921,MUHAMMAD YASEEN,City University,Computer Science,KPK,Lecturer,MS,"University of Engineering and Technology,Peshawar",Pakistan,2016.0,SOFTWARE ENGINEERING  ,PhD in progress
1922,QAZI HASEEB YOUSAF,City University,Computer Science,KPK,Lecturer,BCS,University of Peshawar,Pakistan,2012.0,COMPUTER SCIENCE  ,
1923,MUHAMMAD ZAKIR KHAN,City University,Computer Science,KPK,Lecturer,BCS,City University of Science and Technology,Pakistan,2016.0,COMPUTER SCIENCE  ,
1924,NAUREEN AKRAM,City University,Computer Science,KPK,Lecturer,MS,Ghulam Ishaq Khan Institute of Science and Technology,Pakistan,2016.0,COMPUTER SYSTEM ENGINEERING  ,
1925,MUHAMMAD ARSHAD,City University,Computer Science,KPK,Lecturer,MS,"Institute of Management Sciences, Peshawar",Pakistan,2017.0,SOFTWARE ENGINEERING  ,
1926,Yastoor Ul Haq,Abasyn University,Computer Science,KPK,Teaching Assistant,MSc,"Institute of Management Sciences, Peshawar",Pakistan,2015.0,Computer Science,
1927,Zahid Saleem,Abasyn University,Computer Science,KPK,Dean,PhD,University of Essex,UK,,Electronic System Engineering / Optical Communication Systems,
1928,Abdus Salam,Abasyn University,Computer Science,KPK,Professor/HoD,PhD,"International Islamic University,Islamabad",Pakistan,,,
1929,Muhammad Arshad,Abasyn University,Computer Science,KPK,Assistant Professor,PhD,"John Moorse University, Liverpool",UK,,,
1930,Javed Iqbal Bangash,Abasyn University,Computer Science,KPK,Assistant Professor,PhD,University of Technology,Malaysia,,,
1931,Syed Irfan Ullah,Abasyn University,Computer Science,KPK,Assistant Professor,PhD,"International Islamic University,Islamabad",Pakistan,,,
1932,Fahad Masood,Abasyn University,Computer Science,KPK,Assistant Professor,MS,,,,,PhD in progress
1933,Tufail Muhammad,Abasyn University,Computer Science,KPK,Lecturer,MS,Ghulam Ishaq Khan Institute of Science and Technology,Pakistan,,System Engineering,
1934,Saqib Shahid Rahim,Abasyn University,Computer Science,KPK,Lecturer,MCS,"CECOS University of Information Technology and Emerging Sciences,Peshawar",Pakistan,,,
1935,Syed Aizaz Ul Haq,Abasyn University,Computer Science,KPK,Lecturer,MSc,University of Sunderland,UK,,,
1936,Muhammad Janas Khan,Abasyn University,Computer Science,KPK,Lecturer,MS,"COMSATS Institute of Information Technology,Islamabad",Pakistan,,,
1937,Muhammad Usman,Abasyn University,Computer Science,KPK,Lecturer,MS,,,,,
1938,Shiraz Ahmad,Abasyn University,Computer Science,KPK,Lecturer,MS,University of the West Scotland,Scotland,,,
1939,Faisal Naeem,Abasyn University,Computer Science,KPK,Lecturer,MS,"University of Engineering and Technology,Peshawar",Pakistan,,Communication & Electronics,
1940,Muhammad Haris Shams,Abasyn University,Computer Science,KPK,Lecturer,MS,Mid Sweden University,Sweden,,Electronics Design,
1941,Wajid Ullah,Abasyn University,Computer Science,KPK,Lecturer,MS,Abasyn University,Pakistan,,,
1942,Samina Zuhra,Abasyn University,Computer Science,KPK,Lecturer,M.Phil,,,,,
1943,Muhammad Yasir,Abasyn University,Computer Science,KPK,Lecturer,MS,"University of Engineering and Technology,Peshawar",Pakistan,,Software Engineering,
1944,Atif Ishtiaq,Iqra National University,Computer Science,KPK,Chairman,,,,,,
1945,Muhammad Amin,Iqra National University,Computer Science,KPK,Assistant Professor,,,,,,
1946,Nizamud Din,Iqra National University,Computer Science,KPK,Assistant Professor,,,,,,
1947,Muhammad Suhail,Iqra National University,Computer Science,KPK,Assistant Professor,,,,,,
1948,Muhammad Adil,Iqra National University,Computer Science,KPK,Assistant Professor,,,,,,
1949,Latif Jan,Iqra National University,Computer Science,KPK,Lecturer,,,,,,
1950,Muhammad Abdul Tawab,Iqra National University,Computer Science,KPK,Lecturer,,,,,,
1951,Daud Khan,Iqra National University,Computer Science,KPK,Lecturer,,,,,,
1952,Faiza Gohar,Iqra National University,Computer Science,KPK,Lecturer,,,,,,
1953,Refat Ullah,Iqra National University,Computer Science,KPK,Lecturer,,,,,,
1954,Ghassan Husnain,Iqra National University,Computer Science,KPK,Lecturer,,,,,,
1955,Rehman Ali,Iqra National University,Computer Science,KPK,Lecturer,,,,,,
1956,Fahim Shehzad,Iqra National University,Computer Science,KPK,Lecturer,,,,,,
1957,Shahryar Khan Afridi,Iqra National University,Computer Science,KPK,Lecturer,,,,,,
1958,Chahat Mahsood,Iqra National University,Computer Science,KPK,Lecturer,,,,,,
1959,Umer Farooq,Iqra National University,Computer Science,KPK,Lecturer,,,,,,
1960,Omer Rauf,Iqra National University,Computer Science,KPK,Lecturer,,,,,,
1961,Saif Ullah Jan,Iqra National University,Computer Science,KPK,Lecturer,,,,,,
1962,Shehzad Khan,Iqra National University,Computer Science,KPK,Lecturer,,,,,,
1963,Muhammad Sohail,Iqra National University,Computer Science,KPK,Lecturer,,,,,,
1964,Shahab ul Islam,Iqra National University,Computer Science,KPK,Lecturer,,,,,,
1965,Jamal Uddin,Iqra National University,Computer Science,KPK,Lecturer,,,,,,
1966,Ghulam Siddiq,Iqra National University,Computer Science,KPK,Lecturer,,,,,,
1967,Mudassar Ali,Iqra National University,Computer Science,KPK,Lecturer,,,,,,
1968,Saman Shakir,Iqra National University,Computer Science,KPK,Lecturer,,,,,,
1969,Saira Mehmood,Iqra National University,Computer Science,KPK,Lecturer,,,,,,
1970,Waqas Ahmed,Iqra National University,Computer Science,KPK,Lab Incharge,,,,,,
1971,Dr. Khalid J Siddiqui,Ghulam Ishaq Khan Institute,Computer Science and Engineering,KPK,Professor/Dean,PhD,"Concordia University,Montreal",Canada,1994.0,"Pattern Recognition,Non-destructive testing, Biomedical engineering, Chemometrics, Image/signal processing; Knowledge Based & Decision Systems",
1972,Dr. Zahid Halim,Ghulam Ishaq Khan Institute,Computer Science and Engineering,KPK,Associate Professor,PhD,,,2010.0,"Data Science, Machine learning and Data Mining, Intelligent Transportation Systems, Computational Intelligence",
1973,Dr. Ghulam Abbas,Ghulam Ishaq Khan Institute,Computer Science and Engineering,KPK,Associate Professor,PhD,,UK,,"Computer networks, wireless communications and distributed systems",
1974,Dr. Ahmar Rashid,Ghulam Ishaq Khan Institute,Computer Science and Engineering,KPK,Associate Professor,PhD,JNU,South Korea,,"Electrical Impedance Tomography, Inverse algorithms, evolutionary algorithms (EAs), Robotic Vision and Bioinformatics",
1975,Dr. Fawad Hussain,Ghulam Ishaq Khan Institute,Computer Science and Engineering,KPK,Associate Professor,PhD,Grenoble,France,,"Machine Learning, Big Data Anaysis, Data Mining, Artificial Intelligence, Semantic Analysis",
1976,Dr. Masroor Hussain,Ghulam Ishaq Khan Institute,Computer Science and Engineering,KPK,Associate Professor,PhD,,,,"High Performance Computing, Computational Science, Data Mining, Neural Networks, Image Processing, Video Mining",
1977,Dr. Rashad M Jillani,Ghulam Ishaq Khan Institute,Computer Science and Engineering,KPK,Assistant Professor,PhD,Florida Atlantic University,USA,2012.0,"Digital Multimedia Systems, Video Compression and Communication, Video Transcoding, Content Adaptation, Pervasive Media delivery",
1978,Dr. Asif Khan,Ghulam Ishaq Khan Institute,Computer Science and Engineering,KPK,Assistant Professor,PhD,,Austria,,"Unmanned Aerial Vehicle (UAV), Multirobot Systems and Image Processing",
1979,Dr. Shahabuddin Ansari,Ghulam Ishaq Khan Institute,Computer Science and Engineering,KPK,Assistant Professor,PhD,Ghulam Ishaq Khan Institute of Science and Technology,Pakistan,,"Medical Image Processing and Analysis, Digital Signal Processing, Numerical Methods",
1980,Dr. Sajid Anwar,Ghulam Ishaq Khan Institute,Computer Science and Engineering,KPK,Assistant Professor,PhD,Seoul National University,South Korea,,"Pruning and Quantizing CNN, GPGPU,",
